Species_ID,NCBI RefSeq,Superkingdom
2845990,NC_074165.1, Viruses 
2845992,NC_074167.1, Viruses 
2846003,NC_074473.1, Viruses 
2846015,NC_076180.1, Viruses 
2846017,NC_073825.1, Viruses 
2846027,NC_074083.1, Viruses 
2846035,NC_073837.1, Viruses 
2846037,NC_076219.1, Viruses 
2846038,NC_054891.1, Viruses 
2846039,NC_054463.1, Viruses 
2846040,NC_054956.1, Viruses 
2846044,NC_054964.1, Viruses 
2846049,NC_022915.1, Viruses 
2846050,NC_054955.1, Viruses 
2846054,NC_074084.1, Viruses 
2846055,NC_074085.1, Viruses 
2846059,NC_076445.1, Viruses 
2846061,NC_048782.1, Viruses 
2846063,NC_055061.1, Viruses 
2846064,NC_048784.1, Viruses 
2846065,NC_074201.1, Viruses 
2846066,NC_074482.1, Viruses 
2846068,NC_074484.1, Viruses 
2846069,NC_049372.1, Viruses 
2846071,NC_001545.2, Viruses 
2846075,NC_049436.1, Viruses 
2846076,NC_074086.1, Viruses 
2846079,NC_019540.1, Viruses 
2846104,NC_049460.1, Viruses 
2846123,NC_048862.1, Viruses 
2846144,NC_073856.1, Viruses 
2846146,NC_076201.1, Viruses 
2846149,NC_033327.1, Viruses 
2846161,NC_025383.1, Viruses 
2846166,NC_073839.1, Viruses 
2846168,NC_074088.1, Viruses 
2846169,NC_074556.1, Viruses 
2846170,NC_074485.1, Viruses 
2846171,NC_073840.1, Viruses 
2846172,NC_073841.1, Viruses 
2846174,NC_074089.1, Viruses 
2846176,NC_074091.1, Viruses 
2846177,NC_074202.1, Viruses 
2846179,NC_048668.1, Viruses 
2846180,NC_048759.1, Viruses 
2846184,NC_024121.1, Viruses 
2846185,NC_048758.1, Viruses 
2846187,NC_074486.1, Viruses 
2846190,NC_074168.1, Viruses 
2846191,NC_074092.1, Viruses 
2846193,NC_031216.1, Viruses 
2846194,NC_033182.1, Viruses 
2846196,NC_074093.1, Viruses 
2846208,NC_074203.1, Viruses 
2846209,NC_074094.1, Viruses 
2846210,NC_074204.1, Viruses 
2846213,NC_074097.1, Viruses 
2846215,NC_074099.1, Viruses 
2846216,NC_073842.1, Viruses 
2846217,NC_074100.1, Viruses 
2846226,NC_074488.1, Viruses 
2846231,NC_074102.1, Viruses 
2846232,NC_049469.1, Viruses 
2846233,NC_074103.1, Viruses 
2846234,NC_074557.1, Viruses 
2846235,NC_074104.1, Viruses 
2846236,NC_074489.1, Viruses 
2846237,NC_074105.1, Viruses 
2846239,NC_076478.1, Viruses 
2846241,NC_074490.1, Viruses 
2846243,NC_074107.1, Viruses 
2846269,NC_002486.1, Viruses 
2846291,NC_055024.1, Viruses 
2846383,NC_074109.1, Viruses 
2846386,NC_074493.1, Viruses 
2846388,NC_054952.1, Viruses 
2846391,NC_049463.1, Viruses 
2846392,NC_048719.1, Viruses 
2846393,NC_048650.1, Viruses 
2846395,NC_048728.1, Viruses 
2846396,NC_048706.1, Viruses 
2846399,NC_048686.1, Viruses 
2846404,NC_048721.1, Viruses 
2846405,NC_048684.1, Viruses 
2846406,NC_055060.1, Viruses 
2846410,NC_073844.1, Viruses 
2846413,NC_074496.1, Viruses 
2846414,NC_012696.1, Viruses 
2846415,NC_020862.2, Viruses 
2846417,NC_074498.1, Viruses 
2846418,NC_074110.1, Viruses 
2846420,NC_032802.1, Viruses 
2846423,NC_074111.1, Viruses 
2846424,NC_074499.1, Viruses 
2846425,NC_074112.1, Viruses 
2846426,NC_074113.1, Viruses 
2846427,NC_074114.1, Viruses 
2846428,NC_074500.1, Viruses 
2846429,NC_074115.1, Viruses 
2846431,NC_074502.1, Viruses 
2846434,NC_073857.1, Viruses 
2846435,NC_049340.1, Viruses 
2846436,NC_049383.1, Viruses 
2846437,NC_074558.1, Viruses 
2846438,NC_074505.1, Viruses 
2846439,NC_074116.1, Viruses 
2846440,NC_074169.1, Viruses 
2846441,NC_074117.1, Viruses 
2846442,NC_074118.1, Viruses 
2846443,NC_074119.1, Viruses 
2846445,NC_074506.1, Viruses 
2846446,NC_074205.1, Viruses 
2846447,NC_074120.1, Viruses 
2846449,NC_074507.1, Viruses 
2846450,NC_074508.1, Viruses 
2846451,NC_074206.1, Viruses 
2846454,NC_074170.1, Viruses 
2846455,NC_074121.1, Viruses 
2846576,NC_025384.1, Viruses 
2846579,NC_074122.1, Viruses 
2846580,NC_073845.1, Viruses 
2846581,NC_074509.1, Viruses 
2846583,NC_074510.1, Viruses 
2846584,NC_074511.1, Viruses 
2846585,NC_074171.1, Viruses 
2846587,NC_074123.1, Viruses 
2846594,NC_074124.1, Viruses 
2846595,NC_074172.1, Viruses 
2846596,NC_074512.1, Viruses 
2846597,NC_074513.1, Viruses 
2846600,NC_049431.1, Viruses 
2846601,NC_049430.1, Viruses 
2846603,NC_015158.1, Viruses 
2846604,NC_049379.1, Viruses 
2846606,NC_020848.1, Viruses 
2846607,NC_021540.1, Viruses 
2846608,NC_049477.1, Viruses 
2846610,NC_074514.1, Viruses 
2846612,NC_074125.1, Viruses 
2846617,NC_074130.1, Viruses 
2846620,NC_074173.1, Viruses 
2846621,NC_073846.1, Viruses 
2846622,NC_074207.1, Viruses 
2846623,NC_074133.1, Viruses 
2846624,NC_073847.1, Viruses 
2846639,NC_074529.1, Viruses 
2846657,NC_032739.1, Viruses 
2846660,NC_074134.1, Viruses 
2846661,NC_074135.1, Viruses 
2846662,NC_073848.1, Viruses 
2846663,NC_074547.1, Viruses 
2846664,NC_074559.1, Viruses 
2846665,NC_074174.1, Viruses 
2846666,NC_074136.1, Viruses 
2846669,NC_073849.1, Viruses 
2846670,NC_074137.1, Viruses 
2846671,NC_017981.1, Viruses 
2846672,NC_048703.1, Viruses 
2846673,NC_007024.1, Viruses 
2846675,NC_074138.1, Viruses 
2846676,NC_073850.1, Viruses 
2846677,NC_074139.1, Viruses 
2846678,NC_074208.1, Viruses 
2846683,NC_073851.1, Viruses 
2846685,NC_074548.1, Viruses 
2846689,NC_003158.2, Viruses 
2846691,NC_074140.1, Viruses 
2846693,NC_074142.1, Viruses 
2846699,NC_074549.1, Viruses 
2846739,NC_055026.1, Viruses 
2846775,NZ_CP076547.1, Bacteria 
284688,NC_006441.1, Viruses 
2847778,NZ_CP065383.1, Bacteria 
2847992,NZ_CP076723.1, Bacteria 
2849779,NZ_CP077604.1, Bacteria 
2850,NC_011672.1, Eukaryota 
285091,NC_018691.1, Bacteria 
2853258,NZ_CP079107.1, Bacteria 
2856823,NZ_CP079194.1, Bacteria 
2857064,NZ_CP079800.1, Bacteria 
2857077,NZ_CP062698.1, Bacteria 
2862509,NZ_CP091819.1, Bacteria 
2862869,NZ_CP080507.1, Bacteria 
2864201,NZ_AP026867.1, Bacteria 
2866311,NZ_CP080649.1, Bacteria 
2866588,NZ_OU745391.1, Bacteria 
2866627,NZ_CP080953.1, Bacteria 
286802,NC_014168.1, Bacteria 
287,NC_002516.2, Bacteria 
2871826,NZ_CP081864.1, Bacteria 
2874213,NZ_CP051167.1, Bacteria 
2874846,NZ_AP025251.1, Archaea 
2875540,NZ_CP083388.1, Bacteria 
2875962,NZ_CP083760.1, Bacteria 
2876193,NZ_CP083663.1, Archaea 
2877939,NZ_CP085530.1, Bacteria 
2880008,NZ_CP084606.1, Bacteria 
288004,NZ_CP012373.2, Bacteria 
2881056,NZ_CP096184.1, Bacteria 
2881234,NZ_CP095732.1, Bacteria 
2881428,NC_005070.1, Bacteria 
2884022,NZ_CP087164.1, Bacteria 
2884876,NZ_CP085327.1, Archaea 
2885951,NZ_CP053661.1, Bacteria 
2886352,NC_019738.1, Bacteria 
28873,NC_003391.1, Viruses 
288965,NC_016627.1, Bacteria 
28901,NC_003197.2, Bacteria 
2891570,NZ_CP087880.1, Bacteria 
2893202,NZ_CP064295.1, Bacteria 
2894156,NZ_AP025285.1, Bacteria 
289435,NZ_AP018314.1, Bacteria 
2895352,NZ_AP025281.1, Bacteria 
2896848,NZ_CP088911.1, Bacteria 
2898,NC_015329.1, Eukaryota 
2898187,NZ_CP072842.1, Bacteria 
28985,NC_006037.1, Eukaryota 
2899121,NZ_CP088239.1, Bacteria 
290053,NC_014933.1, Bacteria 
2900738,NZ_CP089211.1, Bacteria 
2901142,NZ_CP089848.1, Bacteria 
290400,NC_007802.1, Bacteria 
2904523,NZ_CP090051.1, Bacteria 
2905121,NZ_CP090004.1, Bacteria 
2906072,NZ_CP090066.1, Bacteria 
2906798,NZ_CP075171.1, Bacteria 
2908642,NZ_CP094970.1, Bacteria 
2908648,NZ_CP090975.1, Bacteria 
2916397,NZ_CP038492.1, Bacteria 
2916754,NZ_CP092099.1, Bacteria 
2916755,NZ_CP092074.1, Bacteria 
29176,NC_018385.1, Eukaryota 
2917790,NZ_CP092359.1, Bacteria 
2917832,NZ_CP072600.1, Bacteria 
2919598,NZ_CP092900.1, Bacteria 
291990,NC_014377.1, Bacteria 
2923279,NZ_CP093379.1, Bacteria 
2924031,NZ_CP093299.1, Bacteria 
2924032,NZ_CP093300.1, Bacteria 
29255,NC_003555.1, Viruses 
292566,NC_019780.1, Bacteria 
2925830,NZ_CP093361.1, Bacteria 
2926907,NZ_CP094358.1, Bacteria 
292800,NZ_CP048436.1, Bacteria 
2928472,NZ_CP094828.1, Bacteria 
29288,NC_019974.1, Archaea 
29291,NC_007955.1, Archaea 
29303,NC_016111.1, Bacteria 
293091,NC_008212.1, Archaea 
2931922,NZ_CP066744.1, Bacteria 
2931930,NZ_CP083582.1, Bacteria 
2931977,NZ_CP095482.1, Archaea 
29329,NC_015555.1, Bacteria 
2933293,NZ_CP095400.1, Archaea 
2933872,NZ_CP095462.1, Bacteria 
2934315,NZ_OW711693.1, Bacteria 
2934340,NZ_CP096019.1, Archaea 
2935863,NZ_CP096017.1, Bacteria 
29360,NC_015275.1, Bacteria 
29394,NZ_CP040938.1, Bacteria 
2940302,NZ_CP097122.1, Bacteria 
29405,NC_015635.1, Bacteria 
2943192,NZ_CP097384.1, Bacteria 
2944850,NC_054649.1, Viruses 
2944914,NZ_CP101620.1, Bacteria 
29459,NC_003317.1, Bacteria 
29471,NZ_CP009125.1, Bacteria 
2949635,NZ_CP098400.1, Bacteria 
2949664,NZ_CP098502.1, Bacteria 
2950108,NZ_CP098747.1, Bacteria 
29510,NC_018020.1, Bacteria 
2951978,NC_001615.3, Viruses 
2953674,NC_003746.1, Viruses 
2953753,NZ_CP100355.1, Archaea 
29539,NZ_CP066171.1, Bacteria 
29543,NC_008609.1, Bacteria 
29546,NC_020127.1, Bacteria 
29549,NC_013501.1, Bacteria 
2955190,NC_028468.1, Viruses 
29552,NZ_LR215048.1, Bacteria 
2955235,NC_021806.1, Viruses 
2955236,NC_054647.1, Viruses 
2955237,NC_031903.1, Viruses 
2955246,NC_007539.1, Viruses 
2955263,NC_006937.2, Viruses 
2955284,NC_001492.1, Viruses 
2955291,NC_007373.1, Viruses 
2955294,NC_076697.1, Viruses 
2955318,NC_007217.1, Viruses 
2955324,NC_051605.1, Viruses 
2955329,NC_051588.1, Viruses 
2955330,NC_076686.1, Viruses 
2955355,NC_040381.1, Viruses 
2955357,NC_076890.1, Viruses 
2955358,NC_023688.1, Viruses 
2955361,NC_076944.1, Viruses 
2955362,NC_076943.1, Viruses 
2955363,NC_054790.1, Viruses 
2955364,NC_054444.1, Viruses 
2955374,NC_047752.1, Viruses 
2955377,NC_054392.1, Viruses 
2955379,NC_076707.1, Viruses 
2955380,NC_025115.1, Viruses 
2955391,NC_028922.1, Viruses 
2955393,NC_021792.1, Viruses 
29554,NZ_AP014631.1, Bacteria 
2955410,NC_021803.1, Viruses 
2955413,NC_008695.1, Viruses 
2955419,NC_022086.1, Viruses 
2955426,NC_054460.1, Viruses 
2955454,NC_027208.1, Viruses 
2955457,NC_000960.1, Viruses 
2955465,NC_002204.1, Viruses 
2955476,NC_076680.1, Viruses 
2955492,NC_030870.1, Viruses 
2955496,NC_031253.1, Viruses 
2955497,NC_051581.1, Viruses 
2955513,NC_052940.1, Viruses 
2955535,NC_028762.1, Viruses 
2955536,NC_031235.1, Viruses 
2955537,NC_020853.1, Viruses 
2955538,NC_053510.1, Viruses 
2955547,NC_054637.1, Viruses 
2955566,NC_054668.1, Viruses 
2955570,NC_021796.1, Viruses 
2955571,NC_054648.1, Viruses 
2955581,NC_055709.1, Viruses 
2955582,NC_067194.1, Viruses 
2955592,NC_054434.1, Viruses 
2955593,NC_021802.1, Viruses 
2955594,NC_054636.1, Viruses 
2955597,NC_054655.1, Viruses 
2955598,NC_021799.1, Viruses 
2955599,NC_052978.1, Viruses 
2955600,NC_025406.1, Viruses 
2955602,NC_026928.1, Viruses 
2955604,NC_054953.1, Viruses 
2955700,NC_014636.1, Viruses 
2955702,NC_078630.1, Viruses 
2955706,NC_021322.1, Viruses 
2955709,NC_055867.1, Viruses 
2955710,NC_054146.1, Viruses 
2955720,NC_076878.1, Viruses 
2955728,NC_076877.1, Viruses 
2955736,NC_049453.1, Viruses 
2955737,NC_054435.1, Viruses 
2955738,NC_055706.1, Viruses 
2955742,NC_032476.1, Viruses 
2955744,NC_036616.1, Viruses 
2955746,NC_014406.1, Viruses 
2955747,NC_076794.1, Viruses 
2955750,NC_055907.1, Viruses 
2955751,NC_054651.1, Viruses 
2955753,NC_028665.1, Viruses 
2955763,NC_035133.1, Viruses 
2955764,NC_062762.1, Viruses 
2955796,NC_004049.1, Viruses 
2955840,NC_053012.1, Viruses 
2955841,NC_009236.1, Viruses 
2955842,NC_023564.1, Viruses 
2955843,NC_068555.1, Viruses 
2955845,NC_052941.1, Viruses 
2955846,NC_062756.1, Viruses 
2955847,NC_055784.1, Viruses 
2955848,NC_055852.1, Viruses 
2955859,NC_021071.1, Viruses 
2955860,NC_019524.2, Viruses 
2955862,NC_052964.1, Viruses 
2955863,NC_076596.1, Viruses 
2955871,NC_076775.1, Viruses 
2955872,NC_076647.1, Viruses 
2955874,NC_049392.1, Viruses 
2955875,NC_055823.1, Viruses 
2955881,NC_015584.1, Viruses 
2955887,NC_029106.1, Viruses 
2955888,NC_054724.1, Viruses 
2955891,NC_027365.1, Viruses 
2955912,NC_028653.1, Viruses 
2955917,NC_055839.1, Viruses 
2955918,NC_055835.1, Viruses 
2955922,NC_062745.1, Viruses 
2955924,NC_019443.1, Viruses 
2955927,NC_076615.1, Viruses 
2955929,NC_076860.1, Viruses 
2955935,NC_006307.2, Viruses 
2955940,NC_076779.1, Viruses 
2955942,NC_052974.1, Viruses 
2955943,NC_049454.1, Viruses 
2955944,NC_049448.1, Viruses 
2955946,NC_049343.1, Viruses 
2955947,NC_013085.1, Viruses 
2955953,NC_022985.1, Viruses 
2955956,NC_015289.1, Viruses 
2955958,NC_020875.1, Viruses 
2955959,NC_040321.1, Viruses 
295596,NZ_CP006932.1, Bacteria 
2955961,NC_016434.1, Viruses 
2955964,NC_031020.1, Viruses 
2955965,NC_062747.1, Viruses 
2955966,NC_053011.1, Viruses 
2955967,NC_075274.1, Viruses 
2955968,NC_021330.1, Viruses 
2955970,NC_078575.1, Viruses 
2955971,NC_021328.1, Viruses 
2955972,NC_028955.1, Viruses 
2955979,NC_021340.1, Viruses 
2955982,NC_062748.1, Viruses 
2955984,NC_062757.1, Viruses 
2955985,NC_076891.1, Viruses 
2955986,NC_055908.1, Viruses 
2955987,NC_003739.1, Viruses 
2955988,NC_040335.1, Viruses 
2955989,NC_055915.1, Viruses 
2955990,NC_051586.1, Viruses 
2955992,NC_062749.1, Viruses 
2955993,NC_076855.1, Viruses 
2955994,NC_052989.1, Viruses 
2955998,NC_055828.1, Viruses 
2956000,NC_054661.1, Viruses 
2956010,NC_055720.1, Viruses 
2956015,NC_023604.1, Viruses 
2956041,NC_023693.1, Viruses 
2956043,NC_055731.1, Viruses 
2956045,NC_055721.1, Viruses 
2956049,NC_049452.1, Viruses 
2956052,NC_015266.1, Viruses 
2956053,NC_049977.1, Viruses 
2956056,NC_026603.1, Viruses 
2956058,NC_078561.1, Viruses 
2956059,NC_054793.1, Viruses 
2956062,NC_052979.1, Viruses 
2956068,NC_054421.1, Viruses 
2956092,NC_053241.1, Viruses 
2956095,NC_053512.1, Viruses 
2956096,NC_054465.1, Viruses 
2956098,NC_076561.1, Viruses 
2956100,NC_078564.1, Viruses 
2956101,NC_078566.1, Viruses 
2956102,NC_062759.1, Viruses 
2956105,NC_028812.1, Viruses 
2956108,NC_062750.1, Viruses 
2956122,NC_053246.1, Viruses 
2956123,NC_051582.1, Viruses 
2956125,NC_015287.1, Viruses 
2956126,NC_021471.1, Viruses 
2956130,NC_073755.1, Viruses 
2956131,NC_026923.1, Viruses 
2956134,NC_028849.1, Viruses 
2956138,NC_022052.1, Viruses 
2956139,NC_076912.1, Viruses 
2956144,NC_026924.1, Viruses 
2956146,NC_010495.1, Viruses 
2956148,NC_076648.1, Viruses 
2956181,NC_055761.1, Viruses 
2956185,NC_054147.1, Viruses 
2956186,NC_053013.1, Viruses 
2956187,NC_076889.1, Viruses 
2956188,NC_076880.1, Viruses 
2956190,NC_062738.1, Viruses 
2956191,NC_054148.1, Viruses 
2956195,NC_020159.1, Viruses 
2956196,NC_062760.1, Viruses 
2956197,NC_040524.1, Viruses 
2956199,NC_062751.1, Viruses 
2956200,NC_051721.1, Viruses 
2956206,NC_028940.1, Viruses 
2956208,NC_054432.1, Viruses 
2956210,NC_054791.1, Viruses 
2956212,NC_011273.1, Viruses 
2956213,NC_076730.1, Viruses 
2956214,NC_062753.1, Viruses 
2956221,NC_021530.1, Viruses 
2956223,NC_015279.1, Viruses 
2956224,NC_076908.1, Viruses 
2956229,NC_055826.1, Viruses 
2956232,NC_076735.1, Viruses 
2956234,NC_055840.1, Viruses 
2956235,NC_054664.1, Viruses 
2956240,NC_008296.2, Viruses 
2956245,NC_078579.1, Viruses 
2956252,NC_007026.1, Viruses 
2956262,NC_052932.1, Viruses 
2956265,NC_055735.1, Viruses 
2956268,NC_049978.1, Viruses 
2956282,NC_076922.1, Viruses 
2956283,NC_055824.1, Viruses 
2956300,NC_062754.1, Viruses 
2956310,NC_054787.1, Viruses 
2956312,NC_076921.1, Viruses 
2956313,NC_076888.1, Viruses 
2956314,NC_028662.1, Viruses 
2956315,NC_052976.1, Viruses 
2956317,NC_054727.1, Viruses 
2956318,NC_028791.1, Viruses 
2956325,NC_055758.1, Viruses 
2956326,NC_062761.1, Viruses 
2956327,NC_005131.2, Viruses 
2956330,NC_026926.1, Viruses 
2956343,NC_054723.1, Viruses 
2956344,NC_051739.1, Viruses 
2956346,NC_049393.1, Viruses 
2956351,NC_025795.1, Viruses 
2956352,NC_051585.1, Viruses 
2956355,NC_018832.1, Viruses 
2956357,NC_054785.1, Viruses 
2956359,NC_076534.1, Viruses 
2956364,NC_062739.1, Viruses 
2956367,NC_053515.1, Viruses 
2956368,NC_076677.1, Viruses 
2956372,NC_076706.1, Viruses 
2956374,NC_076879.1, Viruses 
2956376,NC_054433.1, Viruses 
2956382,NC_055743.1, Viruses 
2956385,NC_054792.1, Viruses 
2956386,NC_051583.1, Viruses 
2956387,NC_021329.1, Viruses 
2956388,NC_031918.1, Viruses 
2956389,NC_054657.1, Viruses 
2956396,NC_021319.1, Viruses 
2956398,NC_023607.1, Viruses 
2956399,NC_078607.1, Viruses 
2956401,NC_054436.1, Viruses 
2956425,NC_025387.1, Viruses 
2956426,NC_023587.1, Viruses 
2956429,NC_021537.1, Viruses 
2956430,NC_054640.1, Viruses 
2956431,NC_054658.1, Viruses 
2956433,NC_052975.1, Viruses 
2956437,NC_052968.1, Viruses 
2956439,NC_055719.1, Viruses 
2956442,NC_052985.1, Viruses 
2956443,NC_028914.1, Viruses 
2956444,NC_031924.1, Viruses 
2956445,NC_076637.1, Viruses 
2956449,NC_013135.1, Viruses 
2956453,NC_008514.1, Viruses 
2956458,NC_054645.1, Viruses 
2956463,NC_054725.1, Viruses 
2956465,NC_055732.1, Viruses 
2956469,NC_031944.1, Viruses 
2956470,NC_054726.1, Viruses 
2956473,NC_076876.1, Viruses 
2956475,NC_055763.1, Viruses 
2956486,NC_076875.1, Viruses 
2956487,NC_003870.1, Viruses 
2956489,NC_076632.1, Viruses 
2956490,NC_076535.1, Viruses 
2956521,NC_022896.1, Viruses 
2956529,NC_051580.1, Viruses 
2956534,NC_021308.1, Viruses 
2956537,NC_054437.1, Viruses 
2956538,NC_076866.1, Viruses 
2956539,NC_076856.1, Viruses 
2956542,NC_015227.2, Viruses 
2956543,NC_020158.1, Viruses 
2956546,NC_040656.1, Viruses 
2956556,NC_055921.1, Viruses 
2956558,NC_076608.1, Viruses 
2956575,NC_054393.1, Viruses 
2956576,NC_076874.1, Viruses 
2956579,NC_051602.1, Viruses 
2956619,NC_004053.1, Viruses 
2956628,NC_076698.1, Viruses 
2956629,NC_055862.1, Viruses 
2956630,NC_075283.1, Viruses 
2956633,NC_073758.1, Viruses 
2956634,NC_076911.1, Viruses 
2956636,NC_021533.1, Viruses 
2956645,NC_055717.1, Viruses 
2956649,NC_055833.1, Viruses 
2956672,NC_049342.1, Viruses 
2956679,NC_055760.1, Viruses 
2956698,NC_055756.1, Viruses 
2956699,NC_055832.1, Viruses 
2956700,NC_051740.1, Viruses 
2956701,NC_076920.1, Viruses 
2956702,NC_052966.1, Viruses 
2956703,NC_076616.1, Viruses 
2956706,NC_054783.1, Viruses 
2956707,NC_054656.1, Viruses 
2956710,NC_053008.1, Viruses 
2956712,NC_053248.1, Viruses 
2956798,NZ_CP100350.1, Bacteria 
2961574,NZ_CP100404.1, Archaea 
2961595,NZ_CP100448.1, Archaea 
2962671,NZ_CP101161.1, Archaea 
2962673,NZ_CP101153.1, Archaea 
2963434,NZ_CP101458.1, Archaea 
2966552,NZ_CP101827.1, Bacteria 
296745,NZ_CP082237.1, Bacteria 
297,NZ_AP018558.1, Bacteria 
2970906,NZ_CP007793.1, Bacteria 
2974023,NZ_CP116615.1, Bacteria 
2974039,NZ_CP098611.1, Bacteria 
2975055,NZ_CP103983.1, Bacteria 
2975157,NZ_CP083757.1, Bacteria 
2976241,NZ_CP104694.1, Bacteria 
2976982,NZ_CP123622.1, Bacteria 
2979464,NZ_CP106679.1, Bacteria 
2980027,NZ_CP106877.1, Bacteria 
2980099,NZ_CP106841.1, Bacteria 
2980100,NZ_CP106736.1, Bacteria 
2981137,NZ_CP106753.1, Bacteria 
2981138,NZ_CP116413.1, Bacteria 
298331,NC_002501.1, Viruses 
298338,NC_006565.1, Viruses 
2984951,NZ_CP107547.1, Bacteria 
2985506,NZ_CP115175.1, Bacteria 
298654,NC_014666.1, Bacteria 
2986923,NZ_JAOYTJ010000001.1, Bacteria 
2986949,NZ_CP114029.1, Bacteria 
299262,NZ_CP019312.1, Bacteria 
2994555,NZ_CP111043.1, Bacteria 
2995304,NZ_CP114040.1, Bacteria 
2999116,NZ_CP115913.1, Bacteria 
300019,NZ_CP018134.1, Bacteria 
300180,NC_006572.1, Viruses 
300186,NC_009884.1, Viruses 
300231,NC_016041.1, Bacteria 
3003601,NZ_CP114052.1, Bacteria 
3004129,NZ_AP027130.1, Bacteria 
3015160,NZ_CP114908.1, Bacteria 
3015995,NZ_CP115170.1, Bacteria 
3022676,NZ_CP110629.1, Bacteria 
3022791,NZ_CP007509.1, Bacteria 
3024400,NZ_CP116805.1, Bacteria 
3025782,NC_011989.1, Bacteria 
3028315,NZ_CP119107.1, Bacteria 
3028735,NZ_CP120361.1, Bacteria 
3029084,NZ_CP072943.1, Bacteria 
3031917,NZ_CP119753.1, Bacteria 
3031919,NZ_CP119754.1, Bacteria 
3034023,NZ_CP119802.1, Archaea 
3035694,NZ_CP120677.1, Bacteria 
3036126,NZ_CP120733.1, Bacteria 
3036945,NZ_CP120965.1, Bacteria 
3037797,NZ_CP123228.1, Bacteria 
3039386,NZ_CP122407.1, Bacteria 
3039851,NZ_CP122960.1, Bacteria 
3040677,NZ_CP123784.1, Bacteria 
3040935,NZ_CP126994.1, Bacteria 
3041175,NZ_AP028056.1, Bacteria 
3041435,NZ_CP123229.1, Bacteria 
304207,NZ_CP041364.1, Bacteria 
3042615,NC_008228.1, Bacteria 
304399,NC_006966.1, Viruses 
3045146,NZ_CP124862.1, Bacteria 
3045816,NZ_CP110848.1, Bacteria 
3045953,NC_007454.1, Viruses 
3047343,NC_014649.1, Viruses 
3047688,NC_003509.1, Viruses 
3047689,NC_005982.1, Viruses 
3047693,NC_016084.1, Viruses 
3047694,NC_003138.2, Viruses 
3047701,NC_005289.1, Viruses 
3047716,NC_014637.1, Viruses 
3047724,NC_001600.1, Viruses 
3047736,NC_001648.1, Viruses 
3047742,NC_006271.1, Viruses 
3047743,NC_001427.1, Viruses 
3047744,NC_014930.1, Viruses 
3047755,NC_008169.1, Viruses 
3047757,NC_006950.1, Viruses 
3047758,NC_003382.1, Viruses 
3047771,NC_003549.1, Viruses 
3047780,NC_001469.1, Viruses 
3047782,NC_003084.1, Viruses 
3047794,NC_011335.1, Viruses 
3047811,NC_004177.1, Viruses 
3047818,NC_001480.1, Viruses 
3047836,NC_020469.1, Viruses 
3047838,NC_001818.1, Viruses 
3047840,NC_010306.1, Viruses 
3047842,NC_003054.1, Viruses 
3047853,NC_003347.1, Viruses 
3047860,NC_009240.1, Viruses 
3047949,NC_016141.1, Viruses 
3047951,NC_003782.1, Viruses 
3048007,NZ_CP126145.1, Bacteria 
3048148,NC_039199.1, Viruses 
3048151,NC_004178.1, Viruses 
3048161,NC_005287.1, Viruses 
3048190,NC_003627.1, Viruses 
3048191,NC_007729.1, Viruses 
3048203,NC_004036.1, Viruses 
3048222,NC_005905.1, Viruses 
3048227,NC_003633.1, Viruses 
3048230,NC_001721.1, Viruses 
3048238,NC_001875.2, Viruses 
3048242,NC_002598.1, Viruses 
3048243,NC_003628.1, Viruses 
3048247,NC_003853.1, Viruses 
3048250,NC_004995.1, Viruses 
3048254,NC_005985.1, Viruses 
3048255,NC_005286.1, Viruses 
3048260,NC_024692.1, Viruses 
3048265,NC_001839.2, Viruses 
3048295,NC_003756.1, Viruses 
3048297,NC_001874.1, Viruses 
3048298,NC_001914.1, Viruses 
3048299,NC_001632.1, Viruses 
3048303,NC_020999.1, Viruses 
3048307,NC_011920.1, Viruses 
3048309,NC_002066.1, Viruses 
3048320,NC_011591.1, Viruses 
3048322,NC_003056.1, Viruses 
3048333,NC_008361.1, Viruses 
3048343,NC_003445.1, Viruses 
3048357,NC_003005.1, Viruses 
3048359,NC_038869.1, Viruses 
3048365,NC_026242.1, Viruses 
3048369,NC_003487.1, Viruses 
3048371,NC_003378.1, Viruses 
3048378,NC_009013.1, Viruses 
3048379,NC_014087.1, Viruses 
3048380,NC_009225.1, Viruses 
3048407,NC_002195.1, Viruses 
3048408,NC_014070.1, Viruses 
3048409,NC_014092.2, Viruses 
3048411,NC_014085.1, Viruses 
3048412,NC_038348.1, Viruses 
3048413,NC_002076.2, Viruses 
3048446,NC_055554.1, Viruses 
3048448,NC_001563.2, Viruses 
3048452,NC_002331.1, Viruses 
3048456,NC_004168.1, Viruses 
3048462,NC_003874.1, Viruses 
304895,NC_013131.1, Bacteria 
3049952,NC_003461.1, Viruses 
3050072,NZ_CP127161.1, Bacteria 
3050134,NC_002531.1, Viruses 
3050245,NC_005261.3, Viruses 
3050248,NC_001989.1, Viruses 
3050250,NC_004367.1, Viruses 
3050271,NC_009127.1, Viruses 
3050272,NC_035117.1, Viruses 
3050273,NC_020474.2, Viruses 
3050281,NC_001650.2, Viruses 
3050288,NC_002577.1, Viruses 
3050290,NC_018874.1, Viruses 
3050296,NC_001664.4, Viruses 
3050300,NC_009333.1, Viruses 
3050301,NC_001493.2, Viruses 
3050305,NC_004812.1, Viruses 
3050324,NC_002512.2, Viruses 
3050331,NC_005881.2, Viruses 
3050334,NC_003521.1, Viruses 
